Trade at 2018-04-19 23:30:00 with price 8252.03 and signal 1, total assets : 0.12118230302119598, trade_pnl : 0, net_pnl : 0
Trade at 2018-12-10 01:30:00 with price 3596.87 and signal -1, total assets : 0, trade_pnl : 9.931208760353798, net_pnl : -140.86310247121355
Trade at 2018-12-10 02:00:00 with price 3594.88 and signal 1, total assets : 0.2781734021719779, trade_pnl : 0, net_pnl : -140.86310247121355
Trade at 2018-12-10 04:30:00 with price 3566.56 and signal -1, total assets : 0, trade_pnl : -7.877870749510521, net_pnl : -148.74097322072407
Trade at 2018-12-10 05:00:00 with price 3545.37 and signal 1, total assets : 0.2820580080499356, trade_pnl : 0, net_pnl : -148.74097322072407
Trade at 2018-12-10 05:30:00 with price 3593.37 and signal -1, total assets : 0, trade_pnl : 13.53878438639697, net_pnl : -135.2021888343271
Trade at 2018-12-10 06:00:00 with price 3574.57 and signal -1, total assets : -0.27975392844454017, trade_pnl : 0, net_pnl : -135.2021888343271
Trade at 2018-12-10 07:30:00 with price 3535.92 and signal 1, total assets : 0, trade_pnl : 10.812489334381553, net_pnl : -124.38969949994555
Trade at 2018-12-10 08:00:00 with price 3546.82 and signal 1, total assets : 0.28194269796606536, trade_pnl : 0, net_pnl : -124.38969949994555
Trade at 2018-12-10 08:30:00 with price 3548.02 and signal -1, total assets : 0, trade_pnl : 0.33833123755925953, net_pnl : -124.05136826238629
Trade at 2018-12-10 09:00:00 with price 3552.51 and signal 1, total assets : 0.28149111473296345, trade_pnl : 0, net_pnl : -124.05136826238629
Trade at 2018-12-10 10:00:00 with price 3546.73 and signal -1, total assets : 0, trade_pnl : -1.6270186431564753, net_pnl : -125.67838690554277
Trade at 2018-12-10 10:30:00 with price 3551.64 and signal -1, total assets : -0.28156006802491246, trade_pnl : 0, net_pnl : -125.67838690554277
Trade at 2018-12-10 11:30:00 with price 3483.17 and signal 1, total assets : 0, trade_pnl : 19.27841785766566, net_pnl : -106.39996904787711
Trade at 2018-12-10 12:00:00 with price 3496.79 and signal -1, total assets : -0.28597656708009345, trade_pnl : 0, net_pnl : -106.39996904787711
Trade at 2018-12-10 12:30:00 with price 3490.01 and signal 1, total assets : 0, trade_pnl : 1.9389211248029596, net_pnl : -104.46104792307415
Trade at 2018-12-10 13:00:00 with price 3503.63 and signal -1, total assets : -0.28541826619820015, trade_pnl : 0, net_pnl : -104.46104792307415
Trade at 2018-12-10 13:30:00 with price 3497.13 and signal 1, total assets : 0, trade_pnl : 1.855218730288243, net_pnl : -102.6058291927859
Trade at 2018-12-10 14:00:00 with price 3491.77 and signal -1, total assets : -0.28638770594855906, trade_pnl : 0, net_pnl : -102.6058291927859
Trade at 2018-12-10 19:30:00 with price 3474.52 and signal 1, total assets : 0, trade_pnl : 4.9401879276125555, net_pnl : -97.66564126517335
Trade at 2018-12-10 20:00:00 with price 3471.77 and signal -1, total assets : -0.2880375140058241, trade_pnl : 0, net_pnl : -97.66564126517335
Trade at 2018-12-10 20:30:00 with price 3414.97 and signal 1, total assets : 0, trade_pnl : 16.36053079553085, net_pnl : -81.3051104696425
Trade at 2018-12-10 21:00:00 with price 3428.0 and signal 1, total assets : 0.29171528588098017, trade_pnl : 0, net_pnl : -81.3051104696425
Trade at 2018-12-10 21:30:00 with price 3467.49 and signal -1, total assets : 0, trade_pnl : 11.519836639439859, net_pnl : -69.78527383020264
Trade at 2018-12-10 22:00:00 with price 3467.44 and signal -1, total assets : -0.2883972037007129, trade_pnl : 0, net_pnl : -69.78527383020264
Trade at 2018-12-11 00:30:00 with price 3408.39 and signal 1, total assets : 0, trade_pnl : 17.02985487852709, net_pnl : -52.75541895167555
Trade at 2018-12-11 01:00:00 with price 3402.89 and signal -1, total assets : -0.2938678593783519, trade_pnl : 0, net_pnl : -52.75541895167555
Trade at 2018-12-11 01:30:00 with price 3382.08 and signal 1, total assets : 0, trade_pnl : 6.115390153663611, net_pnl : -46.64002879801194
Trade at 2018-12-11 02:00:00 with price 3417.87 and signal -1, total assets : -0.2925798816221799, trade_pnl : 0, net_pnl : -46.64002879801194
Trade at 2018-12-11 06:30:00 with price 3400.7 and signal 1, total assets : 0, trade_pnl : 5.0235965674528416, net_pnl : -41.6164322305591
Trade at 2018-12-11 07:00:00 with price 3404.92 and signal -1, total assets : -0.29369265650881665, trade_pnl : 0, net_pnl : -41.6164322305591
Trade at 2018-12-11 07:30:00 with price 3402.73 and signal 1, total assets : 0, trade_pnl : 0.6431869177542922, net_pnl : -40.973245312804806
Trade at 2018-12-11 08:00:00 with price 3411.39 and signal -1, total assets : -0.2931356426559262, trade_pnl : 0, net_pnl : -40.973245312804806
Trade at 2018-12-11 13:30:00 with price 3427.0 and signal 1, total assets : 0, trade_pnl : -4.575847381859035, net_pnl : -45.54909269466384
Trade at 2018-12-11 14:00:00 with price 3431.57 and signal -1, total assets : -0.2914118027608354, trade_pnl : 0, net_pnl : -45.54909269466384
Trade at 2018-12-11 14:30:00 with price 3422.4 and signal 1, total assets : 0, trade_pnl : 2.672246231316876, net_pnl : -42.876846463346965
Trade at 2018-12-11 15:00:00 with price 3416.84 and signal -1, total assets : -0.2926680792779293, trade_pnl : 0, net_pnl : -42.876846463346965
Trade at 2018-12-11 15:30:00 with price 3392.8 and signal 1, total assets : 0, trade_pnl : 7.035740625841413, net_pnl : -35.84110583750555
Trade at 2018-12-11 16:00:00 with price 3369.98 and signal 1, total assets : 0.2967376660989086, trade_pnl : 0, net_pnl : -35.84110583750555
Trade at 2018-12-11 17:00:00 with price 3381.68 and signal -1, total assets : 0, trade_pnl : 3.4718306933572194, net_pnl : -32.36927514414833
Trade at 2018-12-11 17:30:00 with price 3377.92 and signal -1, total assets : -0.2960401667298219, trade_pnl : 0, net_pnl : -32.36927514414833
Trade at 2018-12-12 05:00:00 with price 3380.39 and signal 1, total assets : 0, trade_pnl : -0.7312192118226903, net_pnl : -33.10049435597102
Trade at 2018-12-12 05:30:00 with price 3375.63 and signal 1, total assets : 0.29624099797667397, trade_pnl : 0, net_pnl : -33.10049435597102
Trade at 2018-12-12 06:30:00 with price 3372.0 and signal -1, total assets : 0, trade_pnl : -1.075354822655413, net_pnl : -34.175849178626436
Trade at 2018-12-12 07:00:00 with price 3368.37 and signal -1, total assets : -0.2968794995799155, trade_pnl : 0, net_pnl : -34.175849178626436
Trade at 2018-12-12 15:00:00 with price 3407.02 and signal 1, total assets : 0, trade_pnl : -11.47439265876369, net_pnl : -45.650241837390126
Trade at 2018-12-12 15:30:00 with price 3440.74 and signal -1, total assets : -0.2906351540656952, trade_pnl : 0, net_pnl : -45.650241837390126
Trade at 2018-12-12 18:00:00 with price 3421.02 and signal 1, total assets : 0, trade_pnl : 5.7313252381754864, net_pnl : -39.91891659921464
Trade at 2018-12-12 18:30:00 with price 3415.5 and signal 1, total assets : 0.2927829014785536, trade_pnl : 0, net_pnl : -39.91891659921464
Trade at 2018-12-12 19:30:00 with price 3433.0 and signal -1, total assets : 0, trade_pnl : 5.123700775874568, net_pnl : -34.79521582334007
Trade at 2018-12-12 20:00:00 with price 3413.99 and signal 1, total assets : 0.2929123986889241, trade_pnl : 0, net_pnl : -34.79521582334007
Trade at 2018-12-12 20:30:00 with price 3436.55 and signal -1, total assets : 0, trade_pnl : 6.608103714422214, net_pnl : -28.18711210891786
Trade at 2018-12-12 21:00:00 with price 3460.3 and signal -1, total assets : -0.2889922839060197, trade_pnl : 0, net_pnl : -28.18711210891786
Trade at 2018-12-13 00:00:00 with price 3459.98 and signal 1, total assets : 0, trade_pnl : 0.09247753084991928, net_pnl : -28.09463457806794
Trade at 2018-12-13 00:30:00 with price 3450.37 and signal 1, total assets : 0.2898239898909392, trade_pnl : 0, net_pnl : -28.09463457806794
Trade at 2018-12-13 01:00:00 with price 3445.81 and signal -1, total assets : 0, trade_pnl : -1.3215973939027208, net_pnl : -29.41623197197066
Trade at 2018-12-13 01:30:00 with price 3447.86 and signal 1, total assets : 0.29003497821837315, trade_pnl : 0, net_pnl : -29.41623197197066
Trade at 2018-12-13 02:30:00 with price 3470.12 and signal -1, total assets : 0, trade_pnl : 6.456178615140971, net_pnl : -22.96005335682969
Trade at 2018-12-13 03:00:00 with price 3457.44 and signal 1, total assets : 0.289231338794021, trade_pnl : 0, net_pnl : -22.96005335682969
Trade at 2018-12-13 03:30:00 with price 3443.88 and signal -1, total assets : 0, trade_pnl : -3.9219769540468405, net_pnl : -26.88203031087653
Trade at 2018-12-13 04:00:00 with price 3434.4 and signal -1, total assets : -0.29117167481947354, trade_pnl : 0, net_pnl : -26.88203031087653
Trade at 2018-12-13 05:00:00 with price 3445.0 and signal 1, total assets : 0, trade_pnl : -3.086419753086375, net_pnl : -29.968450063962905
Trade at 2018-12-13 05:30:00 with price 3438.05 and signal 1, total assets : 0.2908625529006268, trade_pnl : 0, net_pnl : -29.968450063962905
Trade at 2018-12-13 06:00:00 with price 3435.0 and signal -1, total assets : 0, trade_pnl : -0.8871307863469156, net_pnl : -30.85558085030982
Trade at 2018-12-13 06:30:00 with price 3409.0 and signal -1, total assets : -0.2933411557641537, trade_pnl : 0, net_pnl : -30.85558085030982
Trade at 2018-12-13 07:00:00 with price 3390.05 and signal 1, total assets : 0, trade_pnl : 5.5588149017306705, net_pnl : -25.29676594857915
Trade at 2018-12-13 07:30:00 with price 3401.17 and signal -1, total assets : -0.2940164708026944, trade_pnl : 0, net_pnl : -25.29676594857915
Trade at 2018-12-13 16:30:00 with price 3389.0 and signal 1, total assets : 0, trade_pnl : 3.5781804496687073, net_pnl : -21.718585498910443
Trade at 2018-12-13 17:00:00 with price 3385.0 and signal 1, total assets : 0.29542097488921715, trade_pnl : 0, net_pnl : -21.718585498910443
Trade at 2018-12-13 17:30:00 with price 3425.0 and signal -1, total assets : 0, trade_pnl : 11.816838995568673, net_pnl : -9.90174650334177
Trade at 2018-12-13 18:00:00 with price 3427.0 and signal -1, total assets : -0.29180040852057193, trade_pnl : 0, net_pnl : -9.90174650334177
Trade at 2018-12-13 20:00:00 with price 3403.52 and signal 1, total assets : 0, trade_pnl : 6.85147359206303, net_pnl : -3.0502729112787392
Trade at 2018-12-13 20:30:00 with price 3404.59 and signal 1, total assets : 0.2937211235420418, trade_pnl : 0, net_pnl : -3.0502729112787392
Trade at 2018-12-13 21:00:00 with price 3416.02 and signal -1, total assets : 0, trade_pnl : 3.3572324420855466, net_pnl : 0.3069595308068074
Trade at 2018-12-13 21:30:00 with price 3408.0 and signal -1, total assets : -0.2934272300469484, trade_pnl : 0, net_pnl : 0.3069595308068074
Trade at 2018-12-13 23:30:00 with price 3391.83 and signal 1, total assets : 0, trade_pnl : 4.744718309859081, net_pnl : 5.051677840665889
Trade at 2018-12-14 00:00:00 with price 3397.11 and signal -1, total assets : -0.29436785973960217, trade_pnl : 0, net_pnl : 5.051677840665889
Trade at 2018-12-14 01:00:00 with price 3345.47 and signal 1, total assets : 0, trade_pnl : 15.201156276953157, net_pnl : 20.252834117619045
Trade at 2018-12-14 01:30:00 with price 3289.17 and signal 1, total assets : 0.3040280678712259, trade_pnl : 0, net_pnl : 20.252834117619045
Trade at 2018-12-14 03:30:00 with price 3286.28 and signal -1, total assets : 0, trade_pnl : -0.878641116147719, net_pnl : 19.374193001471326
Trade at 2018-12-14 04:00:00 with price 3301.97 and signal -1, total assets : -0.30284951104946445, trade_pnl : 0, net_pnl : 19.374193001471326
Trade at 2018-12-14 08:30:00 with price 3270.78 and signal 1, total assets : 0, trade_pnl : 9.445876249632647, net_pnl : 28.820069251103973
Trade at 2018-12-14 09:00:00 with price 3287.28 and signal -1, total assets : -0.3042028668078168, trade_pnl : 0, net_pnl : 28.820069251103973
Trade at 2018-12-14 14:30:00 with price 3296.86 and signal 1, total assets : 0, trade_pnl : -2.914263464018859, net_pnl : 25.905805787085114
Trade at 2018-12-14 15:00:00 with price 3291.18 and signal 1, total assets : 0.3038423908750053, trade_pnl : 0, net_pnl : 25.905805787085114
Trade at 2018-12-14 16:00:00 with price 3303.97 and signal -1, total assets : 0, trade_pnl : 3.88614417929125, net_pnl : 29.791949966376365
Trade at 2018-12-14 16:30:00 with price 3298.32 and signal -1, total assets : -0.3031846515801984, trade_pnl : 0, net_pnl : 29.791949966376365
Trade at 2018-12-14 18:30:00 with price 3292.18 and signal 1, total assets : 0, trade_pnl : 1.8615537607024635, net_pnl : 31.653503727078828
Trade at 2018-12-14 19:00:00 with price 3282.98 and signal -1, total assets : -0.30460130734881113, trade_pnl : 0, net_pnl : 31.653503727078828
Trade at 2018-12-14 22:00:00 with price 3216.07 and signal 1, total assets : 0, trade_pnl : 20.380873474708892, net_pnl : 52.03437720178772
Trade at 2018-12-14 22:30:00 with price 3210.26 and signal 1, total assets : 0.3115012491200089, trade_pnl : 0, net_pnl : 52.03437720178772
Trade at 2018-12-14 23:00:00 with price 3214.59 and signal -1, total assets : 0, trade_pnl : 1.348800408689499, net_pnl : 53.38317761047722
Trade at 2018-12-14 23:30:00 with price 3217.3 and signal -1, total assets : -0.3108196313679172, trade_pnl : 0, net_pnl : 53.38317761047722
Trade at 2018-12-15 12:00:00 with price 3237.09 and signal 1, total assets : 0, trade_pnl : -6.151120504771029, net_pnl : 47.23205710570619
Trade at 2018-12-15 12:30:00 with price 3229.59 and signal 1, total assets : 0.309636826965652, trade_pnl : 0, net_pnl : 47.23205710570619
Trade at 2018-12-15 13:00:00 with price 3227.9 and signal -1, total assets : 0, trade_pnl : -0.5232862375719378, net_pnl : 46.70877086813425
Trade at 2018-12-15 13:30:00 with price 3232.32 and signal -1, total assets : -0.3093753093753094, trade_pnl : 0, net_pnl : 46.70877086813425
Trade at 2018-12-15 14:00:00 with price 3231.99 and signal 1, total assets : 0, trade_pnl : 0.10209385209384436, net_pnl : 46.810864720228096
Trade at 2018-12-15 14:30:00 with price 3197.19 and signal 1, total assets : 0.3127746552441363, trade_pnl : 0, net_pnl : 46.810864720228096
Trade at 2018-12-15 15:00:00 with price 3192.28 and signal -1, total assets : 0, trade_pnl : -1.535723557248616, net_pnl : 45.27514116297948
Trade at 2018-12-15 15:30:00 with price 3191.99 and signal -1, total assets : -0.3132841894868092, trade_pnl : 0, net_pnl : 45.27514116297948
Trade at 2018-12-16 04:00:00 with price 3225.66 and signal 1, total assets : 0, trade_pnl : -10.548278660020856, net_pnl : 34.726862502958625
Trade at 2018-12-16 04:30:00 with price 3215.83 and signal 1, total assets : 0.3109617112844896, trade_pnl : 0, net_pnl : 34.726862502958625
Trade at 2018-12-16 07:30:00 with price 3265.84 and signal -1, total assets : 0, trade_pnl : 15.551195181337448, net_pnl : 50.27805768429607
Trade at 2018-12-16 08:00:00 with price 3256.73 and signal -1, total assets : -0.30705646461327774, trade_pnl : 0, net_pnl : 50.27805768429607
Trade at 2018-12-16 10:00:00 with price 3264.0 and signal 1, total assets : 0, trade_pnl : -2.2323004977384926, net_pnl : 48.04575718655758
Trade at 2018-12-16 10:30:00 with price 3266.11 and signal -1, total assets : -0.3061746236348439, trade_pnl : 0, net_pnl : 48.04575718655758
Trade at 2018-12-16 11:00:00 with price 3269.39 and signal 1, total assets : 0, trade_pnl : -1.0042527655222102, net_pnl : 47.04150442103537
Trade at 2018-12-16 11:30:00 with price 3281.98 and signal -1, total assets : -0.3046941175753661, trade_pnl : 0, net_pnl : 47.04150442103537
Trade at 2018-12-16 12:00:00 with price 3269.39 and signal 1, total assets : 0, trade_pnl : 3.836098940273928, net_pnl : 50.8776033613093
Trade at 2018-12-16 12:30:00 with price 3266.5 and signal 1, total assets : 0.3061380682687892, trade_pnl : 0, net_pnl : 50.8776033613093
Trade at 2018-12-16 15:00:00 with price 3250.98 and signal -1, total assets : 0, trade_pnl : -4.751262819531689, net_pnl : 46.12634054177761
Trade at 2018-12-16 15:30:00 with price 3267.0 and signal -1, total assets : -0.3060912151821243, trade_pnl : 0, net_pnl : 46.12634054177761
Trade at 2018-12-16 19:30:00 with price 3223.86 and signal 1, total assets : 0, trade_pnl : 13.20477502295671, net_pnl : 59.33111556473432
Trade at 2018-12-16 20:00:00 with price 3230.84 and signal 1, total assets : 0.3095170296269701, trade_pnl : 0, net_pnl : 59.33111556473432
Trade at 2018-12-16 20:30:00 with price 3241.83 and signal -1, total assets : 0, trade_pnl : 3.401592155600383, net_pnl : 62.7327077203347
Trade at 2018-12-16 21:00:00 with price 3242.65 and signal -1, total assets : -0.3083897429571492, trade_pnl : 0, net_pnl : 62.7327077203347
Trade at 2018-12-17 03:00:00 with price 3232.62 and signal 1, total assets : 0, trade_pnl : 3.0931491218603924, net_pnl : 65.8258568421951
Trade at 2018-12-17 03:30:00 with price 3229.26 and signal 1, total assets : 0.3096684689371559, trade_pnl : 0, net_pnl : 65.8258568421951
Trade at 2018-12-17 04:00:00 with price 3232.51 and signal -1, total assets : 0, trade_pnl : 1.0064225240457745, net_pnl : 66.83227936624087
Trade at 2018-12-17 04:30:00 with price 3230.59 and signal -1, total assets : -0.30954098167826927, trade_pnl : 0, net_pnl : 66.83227936624087
